T  	12	13	14	15	16	17	
90	25+	22+	24+	24+	28+	28+	
89	24	21	•	•	•	27	
88	•	•	23	23	27	•	
87	23	•	•	•	26	26	
86	•	20	22	22	•	•	
85	22	•	•	•	25	25	
84	•	19	•	21	•	•	
83	21	•	21	•	24	24	
82	•	18	•	20	•	•	
81	•	•	20	•	23	23	
80	20	•	•	19	22	22	
79	•	17	19	•	•	•	
78	19	•	•	18	21	21	
77	•	16	18	•	•	•	
76	18	•	•	17	20	20	
75	•	15	17	•	•	•	
74	17	•	•	•	19	19	
73	•	•	16	16	18	•	
72	16	14	•	•	•	18	
71	•	•	15	15	17	17	
70	15	13	•	•	•	•	
69	•	•	14	14	16	16	
68	14	12	•	•	•	•	
67	•	•	•	13	15	15	
66	13	•	13	•	14	•	
65	•	11	•	12	•	14	
64	12	•	12	•	13	•	
63	•	10	•	11	•	13	
62	11	•	11	•	12	12	
61	•	9	•	10	11	•	
60	10	•	10	•	•	11	
59	•	•	•	9	10	•	
58	9	8	9	•	•	10	
57	•	•	•	•	9	•	
56	•	7	8	8	•	9	
55	8	•	•	•	8	•	
54	•	6	7	7	7	8	
53	7	•	•	•	•	7	
52	•	•	6	6	6	•	
51	6	5	•	•	•	6	
50	•	•	•	5	5	•	
49	5	4	5	•	•	5	
48	•	•	•	4	4	•	
47	4	3	4	•	3	4	
46	•	•	•	3	•	•	
45	3	•	3	•	2	3	
44	•	2	•	2	•	2	
43	2	•	2	•	1	•	
42	•	1	•	1	•	1	
41	1	•	1	•	0	•	
40	0	0	0	0	•	0	
