T	12	13	14	15	16	17	
90	27+	22+	24+	22+	25+	27+	
89	26	21	•	•	24	•	
88	•	•	23	21	•	26	
87	25	20	•	•	23	•	
86	•	•	22	20	•	25	
85	24	•	•	•	22	24	
84	•	19	21	19	•	•	
83	23	•	•	•	21	23	
82	•	18	20	•	•	•	
81	22	•	•	18	20	22	
80	21	17	19	•	•	•	
79	•	•	•	17	19	21	
78	20	16	18	•	•	20	
77	•	•	•	16	18	•	
76	19	•	17	•	•	19	
75	•	15	•	15	17	•	
74	18	•	16	•	•	18	
73	•	14	•	14	16	•	
72	17	•	15	•	•	17	
71	16	13	•	13	15	16	
70	•	•	14	•	•	•	
69	15	12	•	•	14	15	
68	•	•	13	12	•	•	
67	14	•	•	•	13	14	
66	•	11	12	11	•	•	
65	13	•	•	•	12	13	
64	•	10	11	10	11	12	
63	12	•	•	•	•	•	
62	11	9	10	9	10	11	
61	•	•	•	•	•	•	
60	10	•	9	8	9	10	
59	•	8	•	•	•	•	
58	9	•	8	7	8	9	
57	•	7	•	•	•	8	
56	8	•	7	•	7	•	
55	•	6	•	6	•	7	
54	7	•	6	•	6	•	
53	•	5	•	5	•	6	
52	6	•	5	•	5	•	
51	5	•	•	4	•	5	
50	•	4	4	•	4	4	
49	4	•	•	3	•	•	
48	•	3	3	•	3	3	
47	3	•	•	2	•	•	
46	•	2	2	•	2	2	
45	2	•	•	1	•	•	
44	•	1	1	•	1	1	
43	1	•	•	•	•	0	
42	0	•	0	0	0	•	
41	•	0	•	•	•	•	
40	•	•	•	•	•	•	
